"id","tti","cb_index","it","total_its","ext1_avg","ext2_avg","ext1_avg_abs","ext2_avg_abs","cb_size","tbs","mcs","snr","dec_time","avg_it_block","crc","filename"
45974,4446,1,6,10,-415353,-447661,723099,771939,4544,13536,16,8.406067,725,10,0,"ags_data_2"
45974,4446,1,7,10,-345205,-413259,574791,717835,4544,13536,16,8.406067,725,10,0,"ags_data_2"
45974,4446,1,8,10,-439606,-413259,736512,717835,4544,13536,16,8.406067,725,10,0,"ags_data_2"
45974,4446,1,9,10,-371552,-432728,596476,731164,4544,13536,16,8.406067,725,10,0,"ags_data_2"
45979,4450,0,0,10,-914303,686,1020051,434530,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,1,10,-914303,-1185166,1020051,1303834,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,2,10,-1249901,-1185166,1374701,1303834,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,3,10,-979038,-1233546,1097384,1364864,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,4,10,-1233735,-1233546,1361107,1364864,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,5,10,-979227,-1233169,1092031,1359757,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,6,10,-1207758,-1233169,1335310,1359757,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,7,10,-953816,-1142969,1071514,1267369,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,8,10,-1110783,-1142969,1222003,1267369,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45979,4450,0,9,10,-921630,-1183595,1019480,1290743,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,0,10,-896060,-1183595,975000,1290743,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,1,10,-896060,-1173977,975000,1253163,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,2,10,-1270050,-1173977,1366184,1253163,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,3,10,-992133,-1320676,1082213,1418914,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,4,10,-1314503,-1320676,1410541,1418914,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,5,10,-985960,-1262985,1078846,1357299,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,6,10,-1194774,-1262985,1288642,1357299,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,7,10,-917749,-1146833,1011207,1244593,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,8,10,-1132722,-1146833,1236412,1244593,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45980,4450,1,9,10,-903638,-1137461,998174,1235607,4544,13536,16,8.52492,704,10,0,"ags_data_2"
45985,4453,0,0,10,-791740,-995552,873334,1212526,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,1,10,-791740,-1073092,873334,1159394,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,2,10,-1262603,-1073092,1349285,1159394,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,3,10,-981251,-1373321,1072847,1466629,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,4,10,-1455231,-1373321,1538709,1466629,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,5,10,-1063161,-1493887,1157709,1584683,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,6,10,-1481660,-1493887,1578622,1584683,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,7,10,-1050934,-1459028,1151708,1557542,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,8,10,-1454919,-1459028,1566311,1557542,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45985,4453,0,9,10,-1046825,-1463830,1154229,1569134,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,0,10,-837531,-1463830,908311,1569134,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,1,10,-837531,-1110837,908311,1173843,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,2,10,-1239700,-1110837,1307996,1173843,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,3,10,-966394,-1276412,1043002,1345124,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,4,10,-1340844,-1276412,1405366,1345124,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,5,10,-1030826,-1416198,1102648,1481040,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,6,10,-1427345,-1416198,1498503,1481040,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,7,10,-1041973,-1366226,1129331,1442244,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,8,10,-1380883,-1366226,1479493,1442244,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45986,4453,1,9,10,-1056630,-1445928,1147562,1534784,4544,13536,16,8.724717,686,10,0,"ags_data_2"
45987,4454,0,0,10,-894162,-1007997,1042736,1235611,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,1,10,-894162,-1119220,1042736,1288582,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,2,10,-1124380,-1119220,1308398,1288582,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,3,10,-899322,-1136233,1053122,1322995,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,4,10,-1151339,-1136233,1320153,1322995,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,5,10,-914428,-1140662,1058564,1309622,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,6,10,-1174430,-1140662,1347234,1309622,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,7,10,-948196,-1167554,1098344,1318948,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,8,10,-1117093,-1167554,1280001,1318948,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45987,4454,0,9,10,-897735,-1148545,1043561,1307393,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,0,10,-890175,-1148545,1018713,1307393,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,1,10,-890175,-1151695,1018713,1295245,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,2,10,-1209554,-1151695,1347912,1295245,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,3,10,-948034,-1204985,1076768,1349407,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,4,10,-1265954,-1204985,1401022,1349407,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,5,10,-1009003,-1325720,1124805,1461738,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,6,10,-1320645,-1325720,1468763,1461738,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,7,10,-1003928,-1260113,1137354,1412147,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,8,10,-1210269,-1260113,1376325,1412147,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45988,4454,1,9,10,-954084,-1182971,1095114,1329891,4544,13536,16,8.848495,696,10,0,"ags_data_2"
45997,4459,0,0,10,-138361,-1058022,235005,1196058,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,1,10,-138361,-158989,235005,359055,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,2,10,-167313,-158989,482041,359055,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,3,10,-146685,-149877,403715,556987,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,4,10,-135825,-149877,582841,556987,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,5,10,-132633,-141260,441021,562416,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,6,10,-153851,-141260,592207,562416,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,7,10,-145224,-157274,449268,609482,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,8,10,-134971,-157274,596595,609482,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45997,4459,0,9,10,-122921,-114897,456437,587791,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,0,10,-135057,-114897,254811,587791,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,1,10,-135057,-150715,254811,385463,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,2,10,-140972,-150715,477084,385463,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,3,10,-125314,-123270,399470,519268,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,4,10,-120140,-123270,559484,519268,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,5,10,-122184,-123396,442110,556024,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,6,10,-131151,-123396,558679,556024,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,7,10,-129939,-141754,438583,590800,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,8,10,-139164,-141754,583144,590800,4544,13536,16,8.487162,757,10,0,"ags_data_2"
45998,4459,1,9,10,-127349,-132478,443251,586688,4544,13536,16,8.487162,757,10,0,"ags_data_2"
46005,4464,0,0,10,-120614,-152838,232046,561086,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,1,10,-120614,-132944,232046,334388,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,2,10,-140258,-132944,423590,334388,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,3,10,-127928,-142950,367026,504300,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,4,10,-131855,-142950,541325,504300,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,5,10,-116833,-130585,434579,597431,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,6,10,-120804,-130585,579818,597431,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,7,10,-107052,-122998,436240,537540,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,8,10,-133653,-122998,533863,537540,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46005,4464,0,9,10,-117707,-119659,416777,555643,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,0,10,-144704,-119659,230258,555643,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,1,10,-144704,-164787,230258,353131,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,2,10,-170333,-164787,467541,353131,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,3,10,-150250,-170918,396374,506492,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,4,10,-167451,-170918,570247,506492,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,5,10,-146783,-160517,448873,580377,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,6,10,-148210,-160517,568866,580377,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,7,10,-134476,-151006,436054,580772,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,8,10,-157466,-151006,601966,580772,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46006,4464,1,9,10,-140936,-156642,448284,584548,4544,13536,16,8.769068,755,10,0,"ags_data_2"
46007,4465,0,0,10,-392386,-125235,480196,598477,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,1,10,-392386,-503261,480196,651741,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,2,10,-546018,-503261,714906,651741,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,3,10,-435143,-535311,606951,760661,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,4,10,-514562,-535311,761378,760661,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,5,10,-414394,-488558,618724,745546,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,6,10,-488368,-488558,729102,745546,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,7,10,-414204,-496228,601262,743770,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,8,10,-545257,-496228,859257,743770,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46007,4465,0,9,10,-463233,-555517,703029,858529,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,0,10,-360044,-555517,472634,858529,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,1,10,-360044,-470009,472634,674687,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,2,10,-519483,-470009,783723,674687,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,3,10,-409518,-486560,641154,780418,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,4,10,-456422,-486560,755596,780418,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,5,10,-379380,-455256,611100,761634,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,6,10,-456929,-455256,776343,761634,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,7,10,-381053,-446080,629705,757054,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,8,10,-419576,-446080,740922,757054,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46008,4465,1,9,10,-354549,-404126,601737,751196,4544,13536,16,9.157448,790,10,0,"ags_data_2"
46009,4466,0,0,10,-788072,-423753,902806,722091,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,1,10,-788072,-953931,902806,1083677,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,2,10,-995382,-953931,1144382,1083677,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,3,10,-829523,-1033397,957613,1183559,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,4,10,-1026667,-1033397,1179701,1183559,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,5,10,-822793,-980098,966259,1148044,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,6,10,-936215,-980098,1095615,1148044,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,7,10,-778910,-905976,920208,1066492,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,8,10,-916959,-905976,1073221,1066492,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46009,4466,0,9,10,-789893,-957536,921533,1114208,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,0,10,-737277,-957536,894765,1114208,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,1,10,-737277,-942385,894765,1129319,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,2,10,-1002813,-942385,1196563,1129319,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,3,10,-797705,-943642,973003,1153662,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,4,10,-857943,-943642,1074919,1153662,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,5,10,-712006,-814869,897194,1024547,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,6,10,-802939,-814869,1002573,1024547,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,7,10,-700076,-793309,882678,988163,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,8,10,-864221,-793309,1069947,988163,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46010,4466,1,9,10,-770988,-967121,943368,1160723,4544,13536,16,8.799836,697,10,0,"ags_data_2"
46013,4468,0,0,10,-726279,-1115345,903295,1253807,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,1,10,-726279,-897730,903295,1083500,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,2,10,-928485,-897730,1148927,1083500,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,3,10,-757034,-969258,953494,1187188,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,4,10,-968490,-969258,1167490,1187188,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,5,10,-756266,-919261,943924,1130269,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,6,10,-908881,-919261,1131685,1130269,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,7,10,-745886,-913296,938796,1129696,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,8,10,-950366,-913296,1180110,1129696,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46013,4468,0,9,10,-782956,-1014826,976868,1253134,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,0,10,-858534,-1014826,943484,1253134,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,1,10,-858534,-1120989,943484,1214201,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,2,10,-1235616,-1120989,1340410,1214201,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,3,10,-973161,-1233746,1073637,1347254,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,4,10,-1156519,-1233746,1274231,1347254,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,5,10,-895934,-1096467,1006348,1218149,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,6,10,-1072440,-1096467,1181732,1218149,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,7,10,-871907,-1059738,973655,1183340,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,8,10,-1030981,-1059738,1156979,1183340,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46014,4468,1,9,10,-843150,-1045966,952322,1183212,4544,13536,16,8.738095,716,10,0,"ags_data_2"
46017,4472,0,0,10,-810729,-1021609,924183,1248113,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,1,10,-810729,-1064227,924183,1202691,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,2,10,-1150675,-1064227,1294893,1202691,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,3,10,-897177,-1146207,1021037,1280965,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,4,10,-1117925,-1146207,1252531,1280965,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,5,10,-868895,-1097713,991147,1240015,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,6,10,-1095729,-1097713,1241897,1240015,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,7,10,-866911,-1057899,995353,1209703,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,8,10,-1032417,-1057899,1170381,1209703,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46017,4472,0,9,10,-841429,-1041490,958925,1169120,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,0,10,-762092,-1041490,908840,1169120,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,1,10,-762092,-954554,908840,1118784,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,2,10,-1021478,-954554,1191824,1118784,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,3,10,-829016,-1025467,985420,1196751,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,4,10,-1006027,-1025467,1174135,1196751,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,5,10,-809576,-980681,963764,1164961,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,6,10,-910851,-980681,1096389,1164961,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,7,10,-739746,-885135,906558,1066581,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,8,10,-930272,-885135,1104048,1066581,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46018,4472,1,9,10,-784883,-973402,946501,1152086,4544,13536,16,8.882502,734,10,0,"ags_data_2"
46023,4474,0,0,10,-406311,-1023653,503007,1162529,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,1,10,-406311,-539238,503007,688866,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,2,10,-578444,-539238,778522,688866,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,3,10,-445517,-543980,641577,771864,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,4,10,-479647,-543980,729437,771864,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,5,10,-381184,-452038,594810,735460,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,6,10,-467763,-452038,746369,735460,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,7,10,-396909,-488904,616163,753404,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,8,10,-497957,-488904,760689,753404,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46023,4474,0,9,10,-405962,-462245,623296,733123,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,0,10,-362910,-462245,487108,733123,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,1,10,-362910,-484290,487108,690518,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,2,10,-559331,-484290,810033,690518,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,3,10,-437951,-547266,654777,824394,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,4,10,-472866,-547266,795456,824394,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,5,10,-363551,-433343,624065,768529,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,6,10,-415463,-433343,706921,768529,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,7,10,-345671,-396651,583375,699679,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,8,10,-402047,-396651,719025,699679,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46024,4474,1,9,10,-351067,-422354,602771,767440,4544,13536,16,8.562802,1396,10,0,"ags_data_2"
46027,4476,0,0,10,-360474,-452474,495254,743744,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,1,10,-360474,-455649,495254,673475,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,2,10,-512986,-455649,784026,673475,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,3,10,-417811,-510935,647445,788073,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,4,10,-465998,-510935,759214,788073,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,5,10,-372874,-433810,621582,736740,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,6,10,-437053,-433810,767535,736740,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,7,10,-376117,-432280,632183,749880,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,8,10,-397284,-432280,713700,749880,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46027,4476,0,9,10,-341121,-407437,593505,728299,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,0,10,-406254,-407437,485156,728299,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,1,10,-406254,-554132,485156,685284,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,2,10,-661808,-554132,815568,685284,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,3,10,-513930,-685607,670318,877813,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,4,10,-639997,-685607,829965,877813,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,5,10,-468320,-553952,642544,790888,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,6,10,-495970,-553952,757136,790888,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,7,10,-410338,-485721,613922,755649,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,8,10,-483803,-485721,742479,755649,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46028,4476,1,9,10,-408420,-493175,610202,735429,4544,13536,16,8.495535,1555,10,0,"ags_data_2"
46031,4480,0,0,10,-398387,13434,495265,530962,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,1,10,-398387,-500357,495265,669931,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,2,10,-530351,-500357,744307,669931,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,3,10,-428381,-514966,623975,770568,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,4,10,-489749,-514966,760681,770568,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,5,10,-403164,-483008,615760,743536,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,6,10,-459408,-483008,724028,743536,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,7,10,-379564,-434802,593998,707018,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,8,10,-452104,-434802,734716,707018,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46031,4480,0,9,10,-396866,-481679,608966,752597,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,0,10,-379873,-481679,479881,752597,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,1,10,-379873,-477266,479881,643778,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,2,10,-528399,-477266,742703,643778,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,3,10,-431006,-544615,627396,809159,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,4,10,-526058,-544615,813742,809159,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,5,10,-412449,-501175,639911,793917,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,6,10,-485539,-501175,793597,793917,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,7,10,-396813,-464327,636643,775453,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,8,10,-444071,-464327,726735,775453,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46032,4480,1,9,10,-376557,-444202,586051,710232,4544,13536,16,9.039532,808,10,0,"ags_data_2"
46045,4492,0,0,10,-132324,14123,229242,479979,4544,13536,16,8.810616,685,10,0,"ags_data_2"
46045,4492,0,1,10,-132324,-149688,229242,332154,4544,13536,16,8.810616,685,10,0,"ags_data_2"
46045,4492,0,2,10,-144078,-149688,424760,332154,4544,13536,16,8.810616,685,10,0,"ags_data_2"
46045,4492,0,3,10,-126714,-138949,370320,490897,4544,13536,16,8.810616,685,10,0,"ags_data_2"
46045,4492,0,4,10,-128269,-138949,539493,490897,4544,13536,16,8.810616,685,10,0,"ags_data_2"
46045,4492,0,5,10,-116034,-108979,429018,545733,4544,13536,16,8.810616,685,10,0,"ags_data_2"
